id_x,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,amount_rupiah,id_y,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,is_fraud,monthly_spending,avg_transaction,transaction_frequency,budget,budget_usage,user_category,user_category_encoded,warning
7495744,2010-01-06 08:23:00,1031.0,4714.0,4.88,Swipe Transaction,98648.0,Bennett,CO,80102.0,5814.0,Insufficient Balance,78080,1031,61,68,1959,1,Male,6762 Second Street,39.75,-104.42,$26369,$53762,$37361,689,8,1,78080,78080.0,1,5000000,1.5615999999999999,Hemat,1,Aman
8411338,2010-08-21 04:54:00,1615.0,4254.0,112.16,Swipe Transaction,50783.0,Dearborn,MI,48124.0,5411.0,Insufficient Balance,1794560,1615,66,59,1954,1,Female,1105 Second Drive,42.31,-83.21,$24561,$48690,$36262,701,6,1,1794560,1794560.0,1,5000000,35.8912,Hemat,1,Aman
9687905,2011-06-19 11:37:00,303.0,149.0,81.82,Swipe Transaction,11468.0,Greeley,CO,80634.0,5970.0,Technical Glitch,1309120,303,94,66,1926,1,Male,93 Lafayette Boulevard,40.48,-104.9,$27185,$60080,$1807,690,6,1,1309120,1309120.0,1,5000000,26.1824,Hemat,1,Aman
9543125,2011-05-16 14:58:00,1229.0,272.0,53.0,Swipe Transaction,61195.0,Pinehurst,NC,28374.0,5541.0,Insufficient Balance,848000,1229,50,66,1970,2,Male,421 Essex Street,35.18,-79.46,$24206,$49350,$20942,713,6,1,848000,848000.0,1,5000000,16.96,Hemat,1,Aman
9617681,2011-06-03 06:30:00,1026.0,5398.0,26.83,Swipe Transaction,66051.0,Dinuba,CA,93618.0,5310.0,Technical Glitch,429280,1026,84,70,1935,5,Male,2116 Second Drive,36.52,-119.39,$13194,$17016,$691,714,4,1,429280,429280.0,1,5000000,8.5856,Hemat,1,Aman
7600110,2010-02-01 22:09:00,1660.0,4223.0,46.84,Swipe Transaction,9270.0,Boise City,OK,73933.0,4900.0,Insufficient Balance,749440,1660,41,68,1978,4,Female,40 Washington Drive,36.73,-102.51,$11342,$23123,$5079,723,6,1,749440,749440.0,1,5000000,14.9888,Hemat,1,Aman
8892726,2010-12-14 13:27:00,246.0,1158.0,77.76,Swipe Transaction,61541.0,Minneapolis,MN,55419.0,4900.0,Technical Glitch,1244160,246,50,70,1969,9,Female,671 West Drive,44.96,-93.26,$40364,$82298,$0,791,4,1,1244160,1244160.0,1,5000000,24.8832,Hemat,1,Aman
9768550,2011-07-08 00:51:00,285.0,2156.0,8.13,Swipe Transaction,81536.0,Watsonville,CA,95076.0,5310.0,Technical Glitch,130080,285,62,69,1957,8,Male,702 Elm Drive,36.95,-121.72,$16920,$34496,$33122,731,5,1,552480,276240.0,2,5000000,11.0496,Hemat,1,Aman
9197122,2011-02-24 12:54:00,1439.0,235.0,41.88,Swipe Transaction,45478.0,Mosheim,TN,37818.0,5655.0,Insufficient Balance,670080,1439,28,65,1991,11,Female,5663 Martin Luther King Boulevard,36.19,-82.95,$14406,$29371,$32300,715,2,1,670080,670080.0,1,5000000,13.4016,Hemat,1,Aman
7653935,2010-02-15 11:51:00,1022.0,2504.0,100.0,Swipe Transaction,27092.0,Charlotte,NC,28206.0,4829.0,Insufficient Balance,1600000,1022,47,64,1972,12,Female,27 Summit Street,34.98,-80.54,$17595,$35876,$50190,635,3,1,1600000,1600000.0,1,5000000,32.0,Hemat,1,Aman
8500555,2010-09-11 14:38:00,831.0,4156.0,80.0,Swipe Transaction,27092.0,Marion,IA,52302.0,4829.0,Insufficient Balance,1280000,831,36,66,1983,10,Male,547 Norfolk Boulevard,41.29,-91.55,$18302,$37316,$37515,726,2,1,1280000,1280000.0,1,5000000,25.6,Hemat,1,Aman
9710469,2011-06-24 12:45:00,1028.0,2564.0,24.26,Swipe Transaction,49789.0,Mill Valley,CA,94941.0,5541.0,Technical Glitch,388160,1028,50,66,1970,1,Male,1012 Hill Drive,41.83,-87.68,$39789,$81122,$112394,682,5,1,388160,388160.0,1,5000000,7.7632,Hemat,1,Aman
9614587,2011-06-02 10:56:00,1561.0,5353.0,18.39,Swipe Transaction,2703.0,Fort Mill,SC,29715.0,5814.0,Bad PIN,294240,1561,78,67,1941,5,Female,245 Martin Luther King Drive,35.0,-80.94,$26707,$51014,$23366,759,4,1,294240,294240.0,1,5000000,5.884799999999999,Hemat,1,Aman
9235845,2011-03-05 15:51:00,464.0,3233.0,121.93,Swipe Transaction,32175.0,Orlando,FL,32804.0,7538.0,Insufficient Balance,1950880,464,36,64,1983,11,Male,2352 Bayview Boulevard,28.5,-81.37,$33078,$67444,$93513,850,1,1,1950880,1950880.0,1,5000000,39.0176,Hemat,1,Aman
8897226,2010-12-15 14:05:00,77.0,5501.0,100.0,Swipe Transaction,27092.0,Mechanicsburg,PA,17050.0,4829.0,Insufficient Balance,1600000,77,99,67,1920,10,Female,596 Ninth Street,40.24,-76.92,$25336,$51110,$3781,709,8,1,1600000,1600000.0,1,5000000,32.0,Hemat,1,Aman
8822305,2010-11-27 19:37:00,42.0,2824.0,20.0,Swipe Transaction,27092.0,Valdosta,GA,31601.0,4829.0,Insufficient Balance,320000,42,78,66,1941,11,Female,3863 Pine Street,30.84,-83.27,$12672,$8526,$3723,684,3,1,320000,320000.0,1,5000000,6.4,Hemat,1,Aman
7821120,2010-03-29 11:17:00,891.0,2141.0,12.81,Swipe Transaction,61962.0,Van Buren,AR,72956.0,5411.0,Technical Glitch,204960,891,38,66,1981,10,Female,177 Maple Boulevard,35.44,-94.35,$17093,$34854,$40722,746,5,1,204960,204960.0,1,5000000,4.0992,Hemat,1,Aman
8092017,2010-06-04 13:50:00,1493.0,3489.0,120.0,Swipe Transaction,27092.0,Boulder Creek,CA,95006.0,4829.0,Technical Glitch,1920000,1493,30,65,1989,11,Male,136 Spruce Street,38.22,-122.55,$26748,$54537,$121987,765,4,1,1920000,1920000.0,1,5000000,38.4,Hemat,1,Aman
9515118,2011-05-10 06:48:00,1664.0,2273.0,5.5,Swipe Transaction,83271.0,Dearborn,MI,48124.0,4214.0,Insufficient Balance,88000,1664,38,66,1981,10,Male,311 Fifth Drive,42.27,-83.73,$34119,$69566,$50003,791,4,1,168800,84400.0,2,5000000,3.376,Hemat,1,Aman
7910685,2010-04-20 16:23:00,754.0,5450.0,92.98,Swipe Transaction,93035.0,Myrtle Beach,SC,29579.0,7538.0,Insufficient Balance,1487680,754,76,69,1943,3,Female,15 Elm Lane,33.69,-78.89,$19025,$32817,$27209,705,6,1,1487680,1487680.0,1,5000000,29.753600000000002,Hemat,1,Aman
7794070,2010-03-22 14:35:00,280.0,2959.0,99.0,Swipe Transaction,26810.0,Richmond,CA,94804.0,5541.0,Insufficient Balance,1584000,280,40,66,1979,10,Female,3539 Lincoln Boulevard,37.92,-122.34,$21869,$44585,$81825,684,5,1,1584000,1584000.0,1,5000000,31.680000000000003,Hemat,1,Aman
9659414,2011-06-12 19:45:00,1098.0,5179.0,-82.0,Swipe Transaction,50867.0,Hawarden,IA,51023.0,5541.0,Technical Glitch,-1312000,1098,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,$16901,$34456,$54634,752,4,1,-1312000,-1312000.0,1,5000000,-26.240000000000002,Hemat,1,Aman
8787796,2010-11-19 13:01:00,723.0,3368.0,50.31,Swipe Transaction,34490.0,Houston,TX,77029.0,5719.0,Insufficient Balance,804960,723,59,68,1960,5,Female,3179 Seventh Drive,29.76,-95.38,$17359,$35397,$55112,828,5,1,804960,804960.0,1,5000000,16.0992,Hemat,1,Aman
7509240,2010-01-09 16:20:00,1452.0,3801.0,69.61,Swipe Transaction,83007.0,Houston,TX,77056.0,5193.0,Bad PIN,1113760,1452,46,59,1973,5,Female,524 Ocean Drive,29.76,-95.38,$95039,$193773,$241571,660,1,1,1113760,1113760.0,1,5000000,22.2752,Hemat,1,Aman
9350625,2011-04-01 14:48:00,804.0,5986.0,59.69,Swipe Transaction,43293.0,Bowling Green,KY,42101.0,5499.0,Bad PIN,955040,804,64,67,1955,7,Male,37 River Boulevard,36.97,-86.44,$14839,$30252,$24172,812,5,1,1393920,696960.0,2,5000000,27.8784,Hemat,1,Aman
9441092,2011-04-22 15:22:00,909.0,4663.0,23.37,Swipe Transaction,56431.0,Oxford,MA,1540.0,5541.0,Bad PIN,373920,909,38,64,1981,5,Male,215 Ocean View Drive,47.11,-122.76,$24044,$49023,$66148,583,5,1,373920,373920.0,1,5000000,7.478400000000001,Hemat,1,Aman
9491352,2011-05-04 12:10:00,170.0,3340.0,68.96,Swipe Transaction,48919.0,Edmond,OK,73083.0,5311.0,Insufficient Balance,1103360,170,34,71,1985,9,Male,79948 Sixth Avenue,35.01,-97.37,$18137,$36983,$58895,768,4,1,1103360,1103360.0,1,5000000,22.0672,Hemat,1,Aman
9301152,2011-03-21 07:20:00,550.0,3478.0,58.98,Swipe Transaction,38448.0,Port Orchard,WA,98366.0,5211.0,Bad PIN,943680,550,76,70,1944,2,Male,4937 Maple Lane,47.54,-122.58,$21219,$30248,$35766,763,4,1,943680,943680.0,1,5000000,18.8736,Hemat,1,Aman
9377360,2011-04-07 19:01:00,487.0,2835.0,53.62,Swipe Transaction,44919.0,Saint Johns,FL,32259.0,5814.0,Insufficient Balance,857920,487,52,68,1967,7,Male,9028 Valley Stream Avenue,42.66,-73.79,$27005,$55059,$162462,735,3,1,857920,857920.0,1,5000000,17.1584,Hemat,1,Aman
8509720,2010-09-13 16:25:00,629.0,2560.0,117.49,Swipe Transaction,72206.0,Ellicott City,MD,21043.0,7538.0,Insufficient Balance,1879840,629,72,70,1947,5,Male,4388 Hillside Street,39.27,-76.83,$39053,$57513,$11755,793,5,1,1879840,1879840.0,1,5000000,37.5968,Hemat,1,Aman
9678361,2011-06-17 06:51:00,1664.0,2273.0,5.05,Swipe Transaction,83271.0,Dearborn,MI,48124.0,4214.0,Technical Glitch,80800,1664,38,66,1981,10,Male,311 Fifth Drive,42.27,-83.73,$34119,$69566,$50003,791,4,1,168800,84400.0,2,5000000,3.376,Hemat,1,Aman
8143684,2010-06-17 07:22:00,1094.0,3755.0,100.0,Swipe Transaction,27092.0,Boyne City,MI,49712.0,4829.0,Insufficient Balance,1600000,1094,34,62,1985,10,Male,74786 Jefferson Drive,44.75,-85.6,$20325,$41442,$78833,712,3,1,1600000,1600000.0,1,5000000,32.0,Hemat,1,Aman
9813373,2011-07-18 11:50:00,1407.0,5384.0,65.09,Swipe Transaction,22204.0,Bessemer,AL,35023.0,5541.0,Insufficient Balance,1041440,1407,40,71,1979,12,Male,9466 Essex Street,33.43,-86.99,$19851,$40473,$54899,689,4,1,1041440,1041440.0,1,5000000,20.8288,Hemat,1,Aman
9858602,2011-07-28 18:39:00,1411.0,4700.0,79.41,Swipe Transaction,10455.0,Saint Charles,IL,60174.0,5812.0,Insufficient Balance,1270560,1411,57,66,1962,6,Female,3196 Elm Boulevard,41.92,-88.3,$33847,$69007,$52218,720,4,1,1270560,1270560.0,1,5000000,25.4112,Hemat,1,Aman
8552484,2010-09-23 20:45:00,985.0,3862.0,140.0,Swipe Transaction,27092.0,Ortonville,MI,48462.0,4829.0,Bad PIN,2240000,985,32,65,1987,6,Male,7276 Fourth Drive,42.8,-83.71,$25334,$51654,$95454,600,4,1,2240000,2240000.0,1,5000000,44.800000000000004,Hemat,1,Aman
9209356,2011-02-27 13:12:00,912.0,3845.0,101.93,Swipe Transaction,80091.0,Miami,FL,33186.0,5300.0,Insufficient Balance,1630880,912,46,66,1973,8,Male,1833 George Drive,25.77,-80.2,$23244,$47395,$41381,755,2,1,1630880,1630880.0,1,5000000,32.6176,Hemat,1,Aman
7634957,2010-02-10 14:05:00,373.0,5389.0,41.35,Swipe Transaction,22204.0,Huntington,IN,46750.0,5541.0,Insufficient Balance,661600,373,61,63,1959,2,Male,3270 Grant Avenue,40.59,-84.95,$10493,$21397,$54771,812,4,1,661600,661600.0,1,5000000,13.232,Hemat,1,Aman
9209872,2011-02-27 15:05:00,476.0,1070.0,83.04,Swipe Transaction,22204.0,Alburtis,PA,18011.0,5541.0,Insufficient Balance,1328640,476,68,71,1951,9,Male,26 El Camino Street,40.93,-76.25,$20340,$41473,$98151,724,3,1,1328640,1328640.0,1,5000000,26.5728,Hemat,1,Aman
7860842,2010-04-08 09:27:00,361.0,4703.0,-91.0,Swipe Transaction,22204.0,Hawthorne,CA,90250.0,5541.0,Bad PIN,-1456000,361,43,68,1976,6,Male,125 Plum Drive,33.91,-118.34,$19153,$39052,$65861,804,4,1,-1456000,-1456000.0,1,5000000,-29.12,Hemat,1,Aman
8879408,2010-12-11 13:02:00,1989.0,3800.0,142.12,Swipe Transaction,36608.0,Upper Marlboro,MD,20774.0,4900.0,Technical Glitch,2273920,1989,31,66,1988,12,Male,3487 Bayview Drive,38.81,-76.75,$33295,$67886,$7137,803,4,1,2273920,2273920.0,1,5000000,45.4784,Hemat,1,Aman
8188744,2010-06-28 08:26:00,1253.0,3841.0,118.15,Swipe Transaction,10106.0,Beacon Falls,CT,6403.0,5411.0,Bad PIN,1890400,1253,32,64,1987,10,Female,1782 South Boulevard,41.44,-73.04,$28814,$58749,$113308,768,6,1,1890400,1890400.0,1,5000000,37.808,Hemat,1,Aman
9194493,2011-02-23 21:22:00,241.0,4506.0,68.38,Swipe Transaction,98648.0,Rockingham,NC,28379.0,5814.0,Insufficient Balance,1094080,241,58,67,1961,4,Female,6077 Sixth Avenue,34.93,-79.76,$15009,$30605,$16549,737,5,1,1094080,1094080.0,1,5000000,21.881600000000002,Hemat,1,Aman
7668791,2010-02-19 06:36:00,1456.0,2211.0,80.0,Swipe Transaction,27092.0,Lucedale,MS,39452.0,4829.0,Insufficient Balance,1280000,1456,48,70,1971,8,Male,884 Tenth Drive,33.12,-89.05,$15316,$31231,$40499,681,3,1,1280000,1280000.0,1,5000000,25.6,Hemat,1,Aman
9050428,2011-01-20 17:43:00,1279.0,3220.0,61.69,Swipe Transaction,35451.0,Commerce Township,MI,48382.0,5812.0,Bad PIN,987040,1279,78,65,1941,7,Male,22 East Avenue,42.47,-83.49,$34259,$62103,$33545,509,4,1,987040,987040.0,1,5000000,19.7408,Hemat,1,Aman
7598452,2010-02-01 13:08:00,795.0,5162.0,74.33,Swipe Transaction,22204.0,Dallas,TX,75206.0,5541.0,Insufficient Balance,1189280,795,40,58,1979,3,Female,73 Oak Street,32.79,-96.76,$37234,$75918,$94579,759,2,1,1189280,1189280.0,1,5000000,23.785600000000002,Hemat,1,Aman
7483953,2010-01-03 08:37:00,1659.0,185.0,36.47,Swipe Transaction,63683.0,Wauconda,IL,60084.0,4121.0,Insufficient Balance,583520,1659,94,65,1926,1,Female,4570 Valley Stream Lane,42.26,-88.13,$28147,$40787,$1574,782,6,1,583520,583520.0,1,5000000,11.6704,Hemat,1,Aman
9529127,2011-05-13 09:42:00,177.0,3653.0,73.81,Swipe Transaction,98714.0,Memphis,TN,38104.0,8041.0,Technical Glitch,1180960,177,54,66,1965,12,Female,294 Bayview Lane,35.1,-90.0,$28570,$58248,$107130,728,4,1,1180960,1180960.0,1,5000000,23.619200000000003,Hemat,1,Aman
8567925,2010-09-27 16:15:00,96.0,3773.0,102.74,Swipe Transaction,61195.0,Yorba Linda,CA,92886.0,5541.0,Insufficient Balance,1643840,96,69,66,1950,12,Female,20 Oak Street,33.89,-117.78,$38948,$99825,$4344,685,4,1,3851840,1283946.6666666667,3,5000000,77.0368,Normal,2,Aman
8226674,2010-07-07 11:00:00,53.0,3267.0,93.37,Swipe Transaction,61195.0,Sutter Creek,CA,95685.0,5541.0,Insufficient Balance,1493920,53,49,68,1970,12,Female,7406 Mill Avenue,38.62,-120.62,$19471,$39700,$59062,701,3,1,1493920,1493920.0,1,5000000,29.8784,Hemat,1,Aman
8288659,2010-07-22 11:49:00,1786.0,3789.0,15.27,Swipe Transaction,60354.0,Louisville,OH,44641.0,5411.0,Insufficient Balance,244320,1786,48,63,1971,3,Female,7554 Sixth Street,40.83,-81.26,$18936,$38611,$93255,755,5,1,244320,244320.0,1,5000000,4.8864,Hemat,1,Aman
8526170,2010-09-17 15:13:00,1651.0,3450.0,127.24,Swipe Transaction,24449.0,Cordova,TN,38016.0,4900.0,Insufficient Balance,2035840,1651,33,66,1986,3,Male,632 Pine Drive,35.15,-89.75,$27474,$56018,$100163,739,2,1,2035840,2035840.0,1,5000000,40.7168,Hemat,1,Aman
8952599,2010-12-28 14:57:00,782.0,3051.0,577.82,Swipe Transaction,58070.0,Defiance,OH,43512.0,8111.0,Bad PIN,9245120,782,51,66,1968,7,Female,2554 11th Lane,41.28,-84.36,$18229,$37169,$93844,722,3,1,9483840,4741920.0,2,5000000,189.67680000000001,Boros,0,Warning Budget Hampir Habis
9747682,2011-07-03 09:20:00,668.0,4318.0,36.37,Swipe Transaction,34490.0,Vernon,AL,35592.0,5719.0,Insufficient Balance,581920,668,87,57,1932,10,Female,8569 Wessex Boulevard,33.52,-86.79,$13263,$16342,$1758,747,5,1,581920,581920.0,1,5000000,11.6384,Hemat,1,Aman
8552297,2010-09-23 19:20:00,1259.0,3289.0,108.79,Swipe Transaction,36934.0,Stamford,CT,6902.0,7538.0,Insufficient Balance,1740640,1259,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,$94302,$192269,$100192,700,6,1,1740640,1740640.0,1,5000000,34.812799999999996,Hemat,1,Aman
8326615,2010-07-31 17:01:00,804.0,213.0,27.43,Swipe Transaction,50939.0,Bowling Green,KY,42101.0,5813.0,Technical Glitch,438880,804,64,67,1955,7,Male,37 River Boulevard,36.97,-86.44,$14839,$30252,$24172,812,5,1,1393920,696960.0,2,5000000,27.8784,Hemat,1,Aman
7651233,2010-02-14 16:49:00,996.0,3310.0,55.04,Swipe Transaction,86410.0,Hollywood,FL,33029.0,5211.0,Technical Glitch,880640,996,63,67,1956,11,Female,2302 Catherine Lane,26.02,-80.16,$19712,$40194,$107765,738,6,1,880640,880640.0,1,5000000,17.6128,Hemat,1,Aman
8609368,2010-10-07 14:40:00,848.0,5423.0,137.26,Swipe Transaction,22204.0,Highland,MD,20777.0,5541.0,Insufficient Balance,2196160,848,51,69,1968,5,Male,166 River Drive,38.86,-76.6,$33529,$68362,$96182,711,2,1,2196160,2196160.0,1,5000000,43.9232,Hemat,1,Aman
